누적확진률,누적검사,누적검사완료,치료중,격리해제,사망자,확진자,검사진행,음성,기준일,기준날짜,년,월,일,전날대비확진자,확진자증감,확진s,로그
1.147691881,3083995,3019103,6239,27885,526,34650,64892,2984453,20201201,2020-12-01,2020,12,1,451,13,1.31875201,4.539703239
1.155922091,3106968,3041814,6570,28065,526,35161,65154,3006653,20201202,2020-12-02,2020,12,2,511,60,1.474747475,4.546061218
1.164379719,3131884,3066096,6820,28352,529,35701,65788,3030395,20201203,2020-12-03,2020,12,3,540,29,1.535792497,4.552680381
1.174407365,3157407,3093390,7182,28611,536,36329,64017,3057061,20201204,2020-12-04,2020,12,4,628,88,1.759054368,4.560253444
1.185080052,3180487,3114220,7449,28917,540,36906,66267,3077314,20201205,2020-12-05,2020,12,5,577,-51,1.58826282,4.567096977
1.200361224,3194858,3127142,7864,29128,545,37537,67716,3089605,20201206,2020-12-06,2020,12,6,631,54,1.709749092,4.57445956
1.214506979,3209367,3141357,8302,29301,549,38152,68010,3103205,20201207,2020-12-07,2020,12,7,615,-16,1.638383462,4.581517309
1.234153658,3221449,3150175,8676,29650,552,38878,71274,3111297,20201208,2020-12-08,2020,12,8,-531,-1788,-1.391801216,4.589703915
1.240004745,3253213,3178133,8676,30177,556,39409,75080,3138724,20201209,2020-12-09,2020,12,9,1257,642,3.233191008,4.595595415
1.250758929,3277938,3205174,8888,30637,564,40089,72764,3165085,20201210,2020-12-10,2020,12,10,1211,1742,3.072902129,4.603025223
1.261103622,3311205,3233517,9049,31157,572,40778,77688,3192739,20201211,2020-12-11,2020,12,11,689,-522,1.718675946,4.610425922
1.278778492,3349856,3263114,9657,31493,578,41728,86742,3221386,20201212,2020-12-12,2020,12,12,950,261,2.329687577,4.62042757
1.301828186,3374585,3284458,10364,31814,580,42758,90127,3241700,20201213,2020-12-13,2020,12,13,1030,80,2.468366564,4.631017383
1.314354263,3397031,3307784,10787,32102,587,43476,89247,3264308,20201214,2020-12-14,2020,12,14,718,-312,1.679217924,4.63824958
1.324953947,3441212,3347739,11197,32559,600,44356,93473,3303383,20201215,2020-12-15,2020,12,15,880,162,2.024105253,4.646952375
1.338665524,3488761,3393977,11875,32947,612,45434,94784,3348543,20201216,2020-12-16,2020,12,16,1078,198,2.430336369,4.657380974
1.35039861,3538835,3439577,12204,33610,634,46448,99258,3393129,20201217,2020-12-17,2020,12,17,1014,-64,2.231808778,4.666967018
1.365611493,3589792,3479174,12885,33982,645,47512,110618,3431662,20201218,2020-12-18,2020,12,18,1064,50,2.290733724,4.676803312
1.379459443,3646235,3520002,13564,34334,659,48557,126233,3471445,20201219,2020-12-19,2020,12,19,1045,-19,2.199444351,4.686251847
1.401227224,3683083,3543608,14258,34722,674,49654,139475,3493954,20201220,2020-12-20,2020,12,20,1097,52,2.259200527,4.69595424
1.417778888,3713849,3567411,14725,35155,698,50578,146438,3516833,20201221,2020-12-21,2020,12,21,924,-173,1.860877271,4.703961652
1.420599914,3772416,3621287,14794,35928,722,51444,151129,3569843,20201222,2020-12-22,2020,12,22,866,-58,1.712206888,4.71133473
1.430100938,3826556,3673447,15069,36726,739,52534,153109,3620913,20201223,2020-12-23,2020,12,23,1090,224,2.118808802,4.72044047
1.434186313,3882196,3731663,15338,37425,756,53519,150533,3678144,20201224,2020-12-24,2020,12,24,985,-105,1.874976206,4.72850799
1.447671509,3939346,3782557,15938,38048,773,54759,156789,3727798,20201225,2020-12-25,2020,12,25,1240,255,2.316934173,4.738455509
1.466009127,3969403,3812391,16565,38532,793,55890,157012,3756501,20201226,2020-12-26,2020,12,26,1131,-109,2.065413905,4.74733411
1.480951309,4006400,3839424,17012,39040,808,56860,166976,3782564,20201227,2020-12-27,2020,12,27,970,-161,1.735551977,4.754806855
1.490687661,4038294,3868416,17579,39268,819,57666,169878,3810750,20201228,2020-12-28,2020,12,28,806,-164,1.417516708,4.760919828
1.494956717,4098166,3927204,17148,40703,859,58710,170962,3868494,20201229,2020-12-29,2020,12,29,1044,238,1.810425554,4.76871208
1.49859394,4159509,3987738,17446,41435,879,59760,171771,3927978,20201230,2020-12-30,2020,12,30,1050,6,1.788451712,4.776410589
1.501831692,4213867,4043529,17557,42270,900,60727,170338,3982802,20201231,2020-12-31,2020,12,31,967,-83,1.618139224,4.783381827
1.509001128,4269303,4092376,17884,42953,917,61754,176927,4030622,20210101,2021-01-01,2021,1,1,1027,60,1.69117526,4.790665093
1.51753665,4302780,4123393,18054,43578,942,62574,179387,4060819,20210102,2021-01-02,2021,1,2,820,-207,1.327849208,4.796393918
1.52204206,4340825,4154353,17762,44507,962,63231,186472,4091122,20210103,2021-01-03,2021,1,3,657,-163,1.049956851,4.80093005
1.534952291,4376595,4185863,18030,45240,981,64251,190732,4121612,20210104,2021-01-04,2021,1,4,1020,363,1.613132799,4.807879891
1.530173855,4439347,4245596,17786,46172,1007,64965,193751,4180631,20210105,2021-01-05,2021,1,5,714,-306,1.111266751,4.812679443
1.525770786,4504853,4312771,17781,46995,1027,65803,192082,4246968,20210106,2021-01-06,2021,1,6,838,124,1.289925344,4.818245694
1.522875336,4569796,4378034,17977,47649,1046,66672,191762,4311362,20210107,2021-01-07,2021,1,7,869,31,1.320608483,4.823943483
1.516958964,4629992,4439540,17896,48369,1081,67346,190452,4372194,20210108,2021-01-08,2021,1,8,674,-195,1.010919126,4.828311806
1.50958738,4689604,4503681,17563,49324,1100,67987,185923,4435694,20210109,2021-01-09,2021,1,9,641,-33,0.951801146,4.832425878
1.51465471,4723444,4531990,17110,50409,1125,68644,191454,4463346,20210110,2021-01-10,2021,1,10,657,16,0.966361216,4.836602583
1.514609144,4751666,4561903,15403,52552,1140,69095,189763,4492808,20210111,2021-01-11,2021,1,11,451,-206,0.657012995,4.839446621
1.504809395,4814067,4627297,14898,53569,1165,69632,186770,4557665,20210112,2021-01-12,2021,1,12,537,86,0.777190824,4.842808869
1.496848095,4872301,4689387,14372,54636,1185,70193,182914,4619194,20210113,2021-01-13,2021,1,13,561,24,0.805664063,4.846293804
1.487023946,4925348,4755606,13750,55772,1195,70717,169742,4684889,20210114,2021-01-14,2021,1,14,524,-37,0.746513185,4.849523828
1.479087326,4978063,4815740,13476,56536,1217,71229,162323,4744511,20210115,2021-01-15,2021,1,15,512,-12,0.724012614,4.852656847
1.4725158,5032259,4876620,13019,57554,1236,71809,155639,4804811,20210116,2021-01-16,2021,1,16,580,68,0.814275085,4.856178879
1.475531703,5061279,4901894,12827,58253,1249,72329,159385,4829565,20210117,2021-01-17,2021,1,17,-42866,-43415,-59.69446727,4.859312461
1.475257315,5087209,4929174,12731,58723,1264,72718,158035,4856456,20210118,2021-01-18,2021,1,18,909,329,1.256757317,4.861641926
1.466194141,5140315,4985970,12353,59468,1283,73104,154345,4912866,20210119,2021-01-19,2021,1,19,386,-523,0.530817679,4.863941141
1.457341804,5192119,5043978,12028,60180,1300,73508,148141,4970470,20210120,2021-01-20,2021,1,20,404,18,0.552637339,4.866334607
1.450163719,5237598,5096528,11746,60846,1316,73908,141070,5022620,20210121,2021-01-21,2021,1,21,400,-4,0.544158459,4.86869145
1.442081737,5282216,5149084,11511,61415,1328,74254,133132,5074830,20210122,2021-01-22,2021,1,22,346,-54,0.468149591,4.870719854
1.438166357,5329700,5193071,11304,62044,1337,74685,136629,5118386,20210123,2021-01-23,2021,1,23,431,85,0.580440111,4.873233385
1.438648888,5354342,5218577,11198,62530,1349,75077,135765,5143500,20210124,2021-01-24,2021,1,24,392,-39,0.524871125,4.87550691
1.440686212,5376079,5241530,11198,62956,1360,75514,134549,5166016,20210125,2021-01-25,2021,1,25,437,45,0.582069076,4.878027476
1.435674359,5422761,5284137,9699,64793,1371,75863,138624,5208274,20210126,2021-01-26,2021,1,26,349,-88,0.462165956,4.880030013
1.433589961,5469240,5330813,9566,65478,1378,76422,138427,5254391,20210127,2021-01-27,2021,1,27,559,210,0.736854593,4.883218399
1.428988634,5522182,5382758,9517,66016,1386,76919,139424,5305839,20210128,2021-01-28,2021,1,28,497,-62,0.650336291,4.886033629
1.426111544,5569257,5426504,9486,66503,1399,77388,142753,5349116,20210129,2021-01-29,2021,1,29,469,-28,0.609732316,4.888673623
1.422918225,5616524,5470729,9309,67121,1414,77844,145795,5392885,20210130,2021-01-30,2021,1,30,456,-13,0.589238642,4.891225144
1.424043977,5640813,5491263,8900,67878,1420,78198,149550,5413065,20210131,2021-01-31,2021,1,31,354,-102,0.454755665,4.893195646
1.424121446,5661837,5512381,8769,68309,1425,78503,149456,5433878,20210201,2021-02-01,2021,2,1,305,-49,0.390035551,4.894886254
1.418696622,5711408,5557143,8629,68775,1435,78839,154265,5478304,20210202,2021-02-02,2021,2,2,336,31,0.428009121,4.896741107
1.411676332,5756709,5617860,8566,69299,1441,79306,138849,5538554,20210203,2021-02-03,2021,2,3,467,131,0.592346428,4.899306046
1.40354193,5803090,5682552,8605,69704,1448,79757,120538,5602795,20210204,2021-02-04,2021,2,4,451,-16,0.568683328,4.90176881
1.396009594,5847174,5739717,8551,70117,1459,80127,107457,5659590,20210205,2021-02-05,2021,2,5,370,-81,0.463909124,4.903778883
1.389261533,5893346,5795669,8548,70505,1464,80517,97677,5715152,20210206,2021-02-06,2021,2,6,390,20,0.48672732,4.905887585
1.388345369,5916967,5826216,8552,70865,1471,80888,90751,5745328,20210207,2021-02-07,2021,2,7,371,-19,0.460772259,4.907884097
1.386830949,5938188,5853345,8484,71218,1474,81176,84843,5772169,20210208,2021-02-08,2021,2,8,288,-83,0.356047869,4.909427647
1.379884866,5987398,5904768,8321,71676,1482,81479,82630,5823289,20210209,2021-02-09,2021,2,9,303,15,0.373263033,4.91104569
1.376871027,6030016,5949940,8211,72226,1486,81923,80076,5868017,20210210,2021-02-10,2021,2,10,444,141,0.544925686,4.913405848
1.376447447,6070001,5988387,8293,72638,1496,82427,81614,5905960,20210211,2021-02-11,2021,2,11,504,60,0.615211845,4.916069494
1.377629709,6093362,6012501,8387,72936,1507,82830,80861,5929671,20210212,2021-02-12,2021,2,12,403,-101,0.488917466,4.918187661
1.37619376,6115330,6045079,8451,73227,1514,83192,70251,5961887,20210213,2021-02-13,2021,2,13,362,-41,0.43703972,4.920081565
1.377757623,6140079,6061879,8437,73559,1522,83518,78200,5978361,20210214,2021-02-14,2021,2,14,326,-36,0.391864602,4.921780086
1.37867916,6162852,6082706,8540,73794,1527,83861,80146,5998845,20210215,2021-02-15,2021,2,15,343,17,0.410689911,4.923560037
1.374021321,6213483,6136586,8233,74551,1534,84318,76897,6052268,20210216,2021-02-16,2021,2,16,457,114,0.544949381,4.925920297
1.372607322,6260560,6188150,8041,75360,1538,84939,72410,6103211,20210217,2021-02-17,2021,2,17,621,164,0.736497545,4.929107144
1.372806714,6303207,6232487,8120,75896,1544,85560,70720,6146927,20210218,2021-02-18,2021,2,18,621,0,0.731112916,4.932270776
1.372474868,6345985,6274869,8058,76513,1550,86121,71116,6188748,20210219,2021-02-19,2021,2,19,561,-60,0.655680224,4.935109064
1.370974179,6390625,6314488,7934,77083,1553,86570,76137,6227918,20210220,2021-02-20,2021,2,20,449,-112,0.521359483,4.937367418
1.37244108,6411333,6337977,7912,77516,1557,86985,73356,6250992,20210221,2021-02-21,2021,2,21,415,-34,0.479380848,4.939444368
1.373626719,6429137,6356676,7868,77887,1562,87317,72461,6269359,20210222,2021-02-22,2021,2,22,332,-83,0.381675001,4.941098806
1.370189069,6472671,6398606,7706,78394,1573,87673,74065,6310933,20210223,2021-02-23,2021,2,23,356,24,0.407709839,4.942865868
1.369066125,6510981,6435993,7487,79050,1576,88113,74988,6347880,20210224,2021-02-24,2021,2,24,440,84,0.501864884,4.945039988
1.365330286,6551206,6482534,7440,79487,1581,88508,68672,6394026,20210225,2021-02-25,2021,2,25,395,-45,0.448287994,4.946982527
1.363190259,6590042,6521100,7430,79880,1585,88895,68942,6432205,20210226,2021-02-26,2021,2,26,387,-8,0.43724861,4.948877334
1.361802856,6627207,6558218,7382,80333,1595,89310,68989,6468908,20210227,2021-02-27,2021,2,27,415,28,0.466842905,4.950900089
1.363496671,6648996,6576107,7365,80697,1603,89665,72889,6486442,20210228,2021-02-28,2021,2,28,355,-60,0.397491882,4.952622953
1.365594246,6665747,6592002,7345,81070,1605,90020,73745,6501982,20210301,2021-03-01,2021,3,1,355,0,0.39591814,4.954339009
1.367382826,6681969,6608537,7420,81338,1606,90364,73432,6518173,20210302,2021-03-02,2021,3,2,344,-11,0.382137303,4.955995447
1.36546628,6716196,6650329,7496,81700,1612,90808,65867,6559521,20210303,2021-03-03,2021,3,3,444,100,0.491346111,4.958124111
1.363339392,6751893,6691804,7451,82162,1619,91232,60089,6600572,20210304,2021-03-04,2021,3,4,424,-20,0.466919214,4.960147196
1.36246771,6789004,6725297,7443,82560,1627,91630,63707,6633667,20210305,2021-03-05,2021,3,5,398,-26,0.436250438,4.962037687
1.362308738,6821936,6756765,7503,82913,1632,92048,65171,6664717,20210306,2021-03-06,2021,3,6,418,20,0.456182473,4.964014357
1.364435288,6843119,6776723,7610,83220,1634,92464,66396,6684259,20210307,2021-03-07,2021,3,7,416,-2,0.451938119,4.965972677
1.365976256,6861802,6794408,7694,83474,1642,92810,67394,6701598,20210308,2021-03-08,2021,3,8,346,-70,0.374199689,4.967594773
1.364893195,6902977,6832476,7711,83900,1645,93256,70501,6739220,20210309,2021-03-09,2021,3,9,446,100,0.480551665,4.969676783
1.36455775,6938877,6868599,7766,84312,1648,93726,70278,6774873,20210310,2021-03-10,2021,3,10,470,24,0.503989019,4.971860083
1.363362007,6976978,6908730,7864,84675,1652,94191,68248,6814539,20210311,2021-03-11,2021,3,11,465,-5,0.496127009,4.974009408
1.363480766,7012657,6943919,7274,85743,1662,94679,68738,6849240,20210312,2021-03-12,2021,3,12,488,23,0.518096209,4.976253662
1.363667431,7046775,6978901,6877,86625,1667,95169,67874,6883732,20210313,2021-03-13,2021,3,13,490,2,0.517538208,4.978495506
1.366787722,7066394,6996551,6551,87408,1669,95628,69843,6900923,20210314,2021-03-14,2021,3,14,459,-31,0.482299909,4.980585073
1.368919801,7084930,7013340,6578,87754,1675,96007,71590,6917333,20210315,2021-03-15,2021,3,15,379,-80,0.396327435,4.982302899
1.36733379,7126067,7048023,6437,88255,1678,96370,78044,6951653,20210316,2021-03-16,2021,3,16,363,-16,0.37809743,4.983941859
1.366231389,7171500,7088038,6339,88814,1686,96839,83462,6991199,20210317,2021-03-17,2021,3,17,469,106,0.486665975,4.986050296
1.364746846,7218077,7128355,6418,89178,1688,97284,89722,7031071,20210318,2021-03-18,2021,3,18,445,-24,0.459525604,4.988041419
1.362025697,7264931,7176590,6534,89523,1690,97747,88341,7078843,20210319,2021-03-19,2021,3,19,463,18,0.475926154,4.990103437
1.360797249,7308935,7215917,6552,89949,1693,98194,93018,7117723,20210320,2021-03-20,2021,3,20,447,-16,0.457303037,4.992084952
1.363625494,7332699,7234391,6626,90328,1696,98650,98308,7135741,20210321,2021-03-21,2021,3,21,456,9,0.464386826,4.99409709
1.365882135,7355954,7252822,6757,90611,1697,99065,103132,7153757,20210322,2021-03-22,2021,3,22,415,-41,0.420679169,4.995920244
1.361643807,7400980,7300808,6628,91079,1704,99411,100172,7201397,20210323,2021-03-23,2021,3,23,346,-69,0.349265634,4.997434442
1.358931149,7441203,7346877,6572,91560,1707,99839,94326,7247038,20210324,2021-03-24,2021,3,24,428,82,0.430535856,4.999300222
1.355193611,7485852,7398869,6492,92068,1709,100269,86983,7298600,20210325,2021-03-25,2021,3,25,430,2,0.430693416,5.001166684
1.352096664,7529391,7451982,6412,92630,1716,100758,77409,7351224,20210326,2021-03-26,2021,3,26,489,59,0.487688119,5.003279538
1.350644798,7572556,7497382,6067,93475,1721,101263,75174,7396119,20210327,2021-03-27,2021,3,27,505,16,0.501200897,5.00545079
1.353535775,7595584,7516979,6168,93855,1722,101745,78605,7415234,20210328,2021-03-28,2021,3,28,482,-23,0.475988268,5.007513076
1.354940491,7616317,7537379,6277,94124,1726,102127,78938,7435252,20210329,2021-03-29,2021,3,29,382,-100,0.375448425,5.009140575
1.352225878,7663991,7585567,6282,94563,1729,102574,78424,7482993,20210330,2021-03-30,2021,3,30,447,65,0.437690327,5.011037292
1.349834806,7707792,7636490,6319,95030,1731,103080,71302,7533410,20210331,2021-03-31,2021,3,31,506,59,0.493302396,5.01317441
1.349601674,7747295,7678636,6457,95439,1735,103631,68659,7575005,20210401,2021-04-01,2021,4,1,551,45,0.534536282,5.015489689
1.350016028,7788290,7717538,6590,95861,1737,104188,70752,7613350,20210402,2021-04-02,2021,4,2,557,6,0.537483958,5.017817701
1.350616973,7829596,7754308,6795,96196,1740,104731,75288,7649577,20210403,2021-04-03,2021,4,3,543,-14,0.521173264,5.02007525
1.354922235,7849470,7769671,6940,96589,1744,105273,79799,7664398,20210404,2021-04-04,2021,4,4,542,-1,0.517516304,5.022316999
1.357764282,7868815,7788318,7099,96900,1748,105747,80497,7682571,20210405,2021-04-05,2021,4,5,474,-68,0.450257901,5.024268055
1.354530128,7921284,7842129,7109,97363,1752,106224,79155,7735905,20210406,2021-04-06,2021,4,6,477,3,0.451076626,5.026222651
1.354517426,7966161,7891519,7208,97928,1756,106892,74642,7784627,20210407,2021-04-07,2021,4,7,668,191,0.628859768,5.028945203
1.35601577,8012415,7934421,7474,98360,1758,107592,77994,7826829,20210408,2021-04-08,2021,4,8,700,32,0.654866594,5.031779981
1.357156244,8059107,7977195,7713,98786,1764,108263,81912,7868932,20210409,2021-04-09,2021,4,9,671,-29,0.623652316,5.034480057
1.358928355,8106625,8016611,7874,99301,1765,108940,90014,7907671,20210410,2021-04-10,2021,4,10,677,6,0.62532906,5.037187371
1.363015759,8129527,8037618,7677,100109,1768,109554,91909,7928064,20210411,2021-04-11,2021,4,11,614,-63,0.563612998,5.039628239
1.366932546,8152778,8057530,7567,100804,1770,110141,95248,7947389,20210412,2021-04-12,2021,4,12,587,-27,0.535808825,5.041949015
1.363942757,8200514,8114930,7576,101332,1775,110683,85584,8004247,20210413,2021-04-13,2021,4,13,542,-45,0.492096494,5.044080922
1.363570274,8245383,8170756,7649,101983,1782,111414,74627,8059342,20210414,2021-04-14,2021,4,14,731,189,0.660444693,5.046939767
1.363743629,8291121,8220900,7811,102513,1788,112112,70221,8108788,20210415,2021-04-15,2021,4,15,698,-33,0.626492182,5.0496521
1.365031284,8333331,8262448,7933,103062,1790,112785,70883,8149663,20210416,2021-04-16,2021,4,16,673,-25,0.600292565,5.052251344
1.365674304,8377778,8306739,8055,103594,1794,113443,71039,8193296,20210417,2021-04-17,2021,4,17,658,-15,0.583410915,5.054777703
1.370923999,8396066,8323875,8311,104006,1797,114114,72191,8209761,20210418,2021-04-18,2021,4,18,671,13,0.591486473,5.057338929
1.373983738,8414821,8344058,8371,104474,1801,114646,70763,8229412,20210419,2021-04-19,2021,4,19,532,-139,0.466200466,5.059358907
1.372676031,8458592,8392002,8166,105227,1802,115195,66590,8276807,20210420,2021-04-20,2021,4,20,549,17,0.478865377,5.061433629
1.375097668,8497594,8430383,8243,105877,1806,115926,67211,8314457,20210421,2021-04-21,2021,4,21,43597,86463,37.84626069,5.064180851
1.377284051,8537505,8470366,8394,106459,1808,116661,67139,8353705,20210422,2021-04-22,2021,4,22,735,-42862,0.634025154,5.066925695
1.37965284,8583530,8513591,8576,107071,1811,117458,69939,8396133,20210423,2021-04-23,2021,4,23,797,62,0.68317604,5.069882602
1.382206691,8632923,8554654,8650,107781,1812,118243,78269,8436411,20210424,2021-04-24,2021,4,24,785,-12,0.668323997,5.07277544
1.386076695,8654791,8577231,8599,108475,1813,118887,77560,8458344,20210425,2021-04-25,2021,4,25,644,-141,0.54464112,5.075134368
1.389034001,8672978,8594894,8719,108850,1817,119386,78084,8475508,20210426,2021-04-26,2021,4,26,499,-145,0.419726295,5.076953402
1.386889523,8721609,8645101,8383,109695,1820,119898,76508,8525203,20210427,2021-04-27,2021,4,27,512,13,0.428861005,5.078811939
1.388669431,8766491,8689325,8597,110248,1821,120666,77166,8568659,20210428,2021-04-28,2021,4,28,768,256,0.640544463,5.081584916
1.390724211,8805774,8725382,8734,110787,1825,121346,80392,8604036,20210429,2021-04-29,2021,4,29,680,-88,0.563539025,5.084025465
1.391855443,8848292,8765781,8757,111422,1828,122007,82511,8643774,20210430,2021-04-30,2021,4,30,661,-19,0.544723353,5.086384748
1.39385709,8883388,8798176,8466,112337,1831,122634,85212,8675542,20210501,2021-05-01,2021,5,1,627,-34,0.51390494,5.088610894
1.398606636,8898234,8811627,8542,112865,1833,123240,86607,8688387,20210502,2021-05-02,2021,5,2,606,-21,0.494153334,5.09075169
1.401809863,8915326,8826304,8538,113356,1834,123728,89022,8702576,20210503,2021-05-03,2021,5,3,488,-118,0.395975333,5.092467993
1.399573986,8957155,8879059,8301,114128,1840,124269,78096,8754790,20210504,2021-05-04,2021,5,4,541,53,0.43724945,5.094362804
1.401502668,8994069,8915074,8154,114944,1847,124945,78995,8790129,20210505,2021-05-05,2021,5,5,676,135,0.543981202,5.096718881
1.404968493,9010992,8933937,8177,115491,1851,125519,77055,8808418,20210506,2021-05-06,2021,5,6,574,-102,0.459402137,5.098709471
1.404787852,9051354,8972458,8162,116022,1860,126044,78896,8846414,20210507,2021-05-07,2021,5,7,525,-49,0.41826337,5.100522177
1.406573167,9089166,9010907,7999,116881,1865,126745,78259,8884162,20210508,2021-05-08,2021,5,8,701,176,0.556154993,5.102930836
1.410705601,9105771,9024491,8012,117423,1874,127309,81280,8897182,20210509,2021-05-09,2021,5,9,564,-137,0.444987968,5.104859107
1.413616464,9122059,9038661,8053,117844,1875,127772,83398,8910889,20210510,2021-05-10,2021,5,10,463,-101,0.363682065,5.106435693
1.412850883,9164284,9079656,7686,118717,1879,128282,84628,8951374,20210511,2021-05-11,2021,5,11,510,47,0.399148483,5.108165722
1.413999381,9201539,9117260,7661,119373,1884,128918,84279,8988342,20210512,2021-05-12,2021,5,12,636,126,0.495782729,5.110313559
1.416191336,9241153,9153636,7836,119906,1891,129633,87517,9024003,20210513,2021-05-13,2021,5,13,715,79,0.554616113,5.112715572
1.419320945,9281291,9186083,8092,120395,1893,130380,95208,9055703,20210514,2021-05-14,2021,5,14,747,32,0.576242161,5.115210977
1.42150471,9319094,9219878,7883,121282,1896,131061,99216,9088817,20210515,2021-05-15,2021,5,15,681,-66,0.522319374,5.117473477
1.425789915,9336614,9234951,8007,121764,1900,131671,101663,9103280,20210516,2021-05-16,2021,5,16,610,-71,0.465432127,5.119490134
1.4299309,9353300,9251496,8224,122163,1903,132290,101804,9119206,20210517,2021-05-17,2021,5,17,619,9,0.47011111,5.121527016
1.429443031,9395004,9291591,8283,122631,1904,132818,103413,9158773,20210518,2021-05-18,2021,5,18,528,-91,0.399123139,5.123256936
1.431454878,9428644,9324150,8322,123237,1912,133471,104494,9190679,20210519,2021-05-19,2021,5,19,653,125,0.491650228,5.125386914
1.43617514,9447358,9338485,8542,123659,1916,134117,108873,9204368,20210520,2021-05-20,2021,5,20,646,-7,0.48400027,5.12748383
1.436877385,9487108,9372964,8598,124158,1922,134678,114144,9238286,20210521,2021-05-21,2021,5,21,561,-85,0.418291492,5.129296658
1.439307962,9520966,9403408,8386,125032,1926,135344,117558,9268064,20210522,2021-05-22,2021,5,22,666,105,0.494512838,5.131439008
1.443892882,9536299,9414064,8117,125881,1931,135929,122235,9278135,20210523,2021-05-23,2021,5,23,585,-81,0.432231942,5.133312122
1.44662691,9553613,9432909,8098,126427,1934,136459,120704,9296450,20210524,2021-05-24,2021,5,24,530,-55,0.389909438,5.135002184
1.445550475,9592727,9475629,8044,126993,1938,136975,117098,9338654,20210525,2021-05-25,2021,5,25,516,-14,0.378135557,5.136641309
1.447922627,9629450,9508381,8160,127574,1940,137674,121069,9370707,20210526,2021-05-26,2021,5,26,699,183,0.510312101,5.138851931
1.449339906,9665693,9543034,8188,128180,1943,138311,122659,9404723,20210527,2021-05-27,2021,5,27,637,-62,0.462687218,5.140856721
1.449937701,9702456,9579584,8193,128759,1946,138898,122872,9440686,20210528,2021-05-28,2021,5,28,587,-50,0.424405868,5.142695992
1.450924946,9733591,9609801,7741,129739,1951,139431,123790,9470370,20210529,2021-05-29,2021,5,29,533,-54,0.383734827,5.144359342
1.45419645,9747614,9621121,7572,130381,1957,139910,126493,9481211,20210530,2021-05-30,2021,5,30,479,-54,0.343539098,5.145848757
1.456836017,9761158,9633205,7558,130823,1959,140340,127953,9492865,20210531,2021-05-31,2021,5,31,430,-49,0.307340433,5.147181472
1.455920354,9798402,9670790,7373,131463,1963,140799,127612,9529991,20210601,2021-06-01,2021,6,1,459,29,0.327062847,5.14859957
1.457699002,9834350,9705433,7443,132068,1965,141476,128917,9563957,20210602,2021-06-02,2021,6,2,677,218,0.480827279,5.150682772
1.459142631,9872324,9742502,7490,132699,1968,142157,129822,9600345,20210603,2021-06-03,2021,6,3,681,4,0.481353728,5.15276825
1.461030859,9911324,9777480,7594,133289,1969,142852,133844,9634628,20210604,2021-06-04,2021,6,4,695,14,0.48889608,5.154886325
1.463952231,9945954,9808790,7862,133763,1971,143596,137164,9665194,20210605,2021-06-05,2021,6,5,744,49,0.520818749,5.157142342
1.467459997,9959697,9823232,7917,134262,1973,144152,136465,9679080,20210606,2021-06-06,2021,6,6,556,-188,0.387197415,5.158820672
1.470520206,9972297,9835771,7802,134861,1974,144637,136526,9691134,20210607,2021-06-07,2021,6,7,485,-71,0.336450413,5.160279405
1.470110969,10008583,9869323,7703,135412,1975,145090,139260,9724233,20210608,2021-06-08,2021,6,8,453,-32,0.313197868,5.161637481
1.469653222,10044783,9913359,7541,136174,1977,145692,131424,9767667,20210609,2021-06-09,2021,6,9,602,149,0.41491488,5.163435705
1.470894135,10076862,9946535,7611,136713,1979,146303,130327,9800232,20210610,2021-06-10,2021,6,10,611,9,0.419377866,5.165253232
1.471909911,10111062,9977309,7652,137224,1981,146857,133753,9830452,20210611,2021-06-11,2021,6,11,554,-57,0.378666193,5.166894652
1.471521964,10140535,10018335,7403,138037,1982,147422,122200,9870913,20210612,2021-06-12,2021,6,12,565,11,0.384728001,5.168562299
1.474553742,10152907,10028390,7308,138581,1985,147874,124517,9880516,20210613,2021-06-13,2021,6,13,452,-113,0.306602814,5.169891821
1.476517846,10165497,10042073,7263,139022,1988,148273,123424,9893800,20210614,2021-06-14,2021,6,14,399,-53,0.26982431,5.171062075
1.475716049,10196469,10072805,6921,139733,1992,148646,123664,9924159,20210615,2021-06-15,2021,6,15,373,-26,0.251562995,5.172153227
1.475587056,10229384,10110620,6760,140438,1993,149191,118764,9961429,20210616,2021-06-16,2021,6,16,545,172,0.366642897,5.173742625
1.477144467,10257836,10136517,6708,141029,1994,149731,121319,9986786,20210617,2021-06-17,2021,6,17,540,-5,0.361952128,5.175311725
1.477526381,10294048,10168211,6426,141816,1996,150238,125837,10017973,20210618,2021-06-18,2021,6,18,507,-33,0.338607236,5.176779794
1.478453976,10323154,10194433,6338,142385,1997,150720,128721,10043713,20210619,2021-06-19,2021,6,19,482,-25,0.320824292,5.178170885
1.48118902,10335634,10204572,6248,142899,2002,151149,131062,10053423,20210620,2021-06-20,2021,6,20,429,-53,0.284633758,5.179405278
1.482792362,10346047,10217614,6234,143268,2004,151506,128433,10066108,20210621,2021-06-21,2021,6,21,357,-72,0.236190779,5.180429832
1.481529887,10380042,10252915,6077,143817,2006,151900,127127,10101015,20210622,2021-06-22,2021,6,22,394,37,0.260055707,5.181557774
1.483877972,10409949,10280158,6159,144379,2007,152545,129791,10127613,20210623,2021-06-23,2021,6,23,645,251,0.424621461,5.183397977
1.484374932,10438782,10317811,6359,144788,2008,153155,120971,10164656,20210624,2021-06-24,2021,6,24,610,-35,0.399882002,5.18513118
