누적확진률,누적검사,누적검사완료,치료중,격리해제,사망자,확진자,검사진행,음성,기준일,기준날짜,년,월,일,전날대비확진자,확진자증감,확진s,로그
1.48669463,10466545,10344357,6391,145389,2009,153789,122188,10190568,20210625,2021-06-25,2021,6,25,634,24,0.413959714,5.186925273
1.487889877,10495516,10380943,6456,145989,2012,154457,114573,10226486,20210626,2021-06-26,2021,6,26,668,34,0.434361365,5.188807595
1.492171802,10508678,10392302,6718,146340,2013,155071,116376,10237231,20210627,2021-06-27,2021,6,27,614,-54,0.39752164,5.190530588
1.495009747,10520929,10406086,6882,146675,2015,155572,114843,10250514,20210628,2021-06-28,2021,6,28,501,-113,0.323077816,5.191931435
1.496012552,10555741,10438883,7073,147077,2017,156167,116858,10282716,20210629,2021-06-29,2021,6,29,595,94,0.382459569,5.193589267
1.499871667,10579072,10464962,7250,147693,2018,156961,114110,10308001,20210630,2021-06-30,2021,6,30,794,199,0.508430078,5.195791757
1.503633528,10614316,10489391,7677,148024,2021,157722,124925,10331669,20210701,2021-07-01,2021,7,1,761,-33,0.484833812,5.197892276
1.508409908,10641602,10510936,8205,148319,2024,158548,130666,10352388,20210702,2021-07-02,2021,7,2,826,65,0.523706268,5.200160768
1.51225601,10670617,10536708,8185,149132,2025,159342,133909,10377366,20210703,2021-07-03,2021,7,3,794,-32,0.500794712,5.202330264
1.517552471,10685125,10548828,8444,149614,2026,160084,136297,10388744,20210704,2021-07-04,2021,7,4,742,-52,0.465665048,5.204347927
1.521924583,10700134,10565241,8723,150044,2028,160795,134893,10404446,20210705,2021-07-05,2021,7,5,711,-31,0.444141826,5.20627254
1.524832365,10735716,10594017,8749,150760,2032,161541,141699,10432476,20210706,2021-07-06,2021,7,6,746,35,0.463944774,5.208282767
1.531972597,10766502,10623754,9220,151500,2033,162753,142748,10461001,20210707,2021-07-07,2021,7,7,1212,466,0.750273924,5.211529003
1.539934192,10802782,10651624,10071,151923,2034,164028,151158,10487596,20210708,2021-07-08,2021,7,8,1275,63,0.783395698,5.21491799
1.547621532,10844217,10683749,10810,152498,2036,165344,160468,10518405,20210709,2021-07-09,2021,7,9,1316,41,0.802302046,5.21838844
1.556415511,10881640,10711921,11531,153153,2038,166722,169719,10545199,20210710,2021-07-10,2021,7,10,1378,62,0.833413973,5.221992911
1.56668484,10902278,10726216,12243,153760,2043,168046,176062,10558170,20210711,2021-07-11,2021,7,11,1324,-54,0.794136347,5.225428179
1.574150085,10919898,10745227,12915,154187,2044,169146,174671,10576081,20210712,2021-07-12,2021,7,12,1100,-224,0.654582674,5.228261732
1.578983139,10964299,10785169,13498,154752,2046,170296,179130,10614873,20210713,2021-07-13,2021,7,13,1150,50,0.679886016,5.231204447
1.587805767,11008859,10826954,14372,155491,2048,171911,181905,10655043,20210714,2021-07-14,2021,7,14,1615,465,0.948348757,5.235303667
1.598299259,11060456,10855977,14952,156509,2050,173511,204479,10682466,20210715,2021-07-15,2021,7,15,1600,-15,0.930714149,5.239327013
1.607343427,11108584,10890392,15882,157113,2051,175046,218192,10715346,20210716,2021-07-16,2021,7,16,1535,-65,0.884670136,5.243152191
1.61606506,11149226,10921590,16485,157960,2055,176500,227636,10745090,20210717,2021-07-17,2021,7,17,1454,-81,0.830638804,5.24674471
